task,lookback,horizon,horizon_step,model,variant,RMSE,MAE,sMAPE
WEATHER,168,72,33,CNN,baseline,39.56200616568021,13.065621156911726,69.76422368372285
WEATHER,168,72,34,CNN,baseline,39.79137461716458,13.199885721756557,69.9136888464707
WEATHER,168,72,35,CNN,baseline,39.99270574307964,13.393973702940194,69.99427085349065
WEATHER,168,72,36,CNN,baseline,40.345206719418606,13.450987390853433,70.21133638816268
WEATHER,168,72,37,CNN,baseline,40.59415954199039,13.660241539467265,70.353831205072
WEATHER,168,72,38,CNN,baseline,40.405880872007415,13.416740522886876,70.37303990701731
WEATHER,168,72,39,CNN,baseline,40.63904864695089,13.827026112377329,70.21228920893972
WEATHER,168,72,40,CNN,baseline,40.65961551222401,13.70560298646934,70.28579751443513
WEATHER,168,72,41,CNN,baseline,40.76104678985646,13.71616147999347,70.16418417915823
WEATHER,168,72,42,CNN,baseline,40.57381157379421,13.620687624842107,70.14146629747442
WEATHER,168,72,43,CNN,baseline,40.63157488237845,13.413065171470963,70.48761797199768
WEATHER,168,72,44,CNN,baseline,40.51024990295486,13.360545948570364,70.3869956251555
WEATHER,168,72,45,CNN,baseline,41.142209288847965,13.67606816067077,70.37374579643426
WEATHER,168,72,46,CNN,baseline,40.95742873144864,13.52518601620371,70.5058257070118
WEATHER,168,72,47,LSTM,baseline,41.448592224742335,12.96475142159679,70.32650072354598
WEATHER,168,72,48,LSTM,baseline,41.48124417693235,12.983089877058068,70.37369361811952
WEATHER,168,72,49,LSTM,baseline,41.46157668083922,13.07135609455403,70.45760521864536
WEATHER,168,72,50,LSTM,baseline,41.440846732020965,13.18511227268081,70.51755426782499
WEATHER,168,72,51,LSTM,baseline,41.39795767418933,13.2862952948727,70.56756801432466
WEATHER,168,72,52,LSTM,baseline,41.44003409402908,13.380008409431513,70.70366147612035
WEATHER,168,72,53,CNN,baseline,41.30980980547513,13.77224633899357,70.78396945964562
WEATHER,168,72,54,CNN,baseline,41.25009288756845,13.805138138502038,70.56612349004338
WEATHER,168,72,55,CNN,baseline,41.34843970221735,13.806140011257856,70.86399012715881
WEATHER,168,72,56,CNN,baseline,40.95181785558315,13.65425934269181,70.67951733725081
WEATHER,168,72,57,CNN,baseline,41.04115725154919,13.592134394477329,70.65287823433003
WEATHER,168,72,58,CNN,baseline,41.27897006297247,13.62777900837155,70.65640893292976
WEATHER,168,72,59,CNN,baseline,41.288828027452944,13.732138680050134,70.8405095490977
WEATHER,168,72,60,CNN,baseline,41.3462132333233,13.696561710108345,70.8126959558016
WEATHER,168,72,61,CNN,baseline,41.37939823967356,13.78914645505676,70.81873349591892
WEATHER,168,72,62,CNN,baseline,41.37551243511528,13.799006322791003,70.78796536062856
WEATHER,168,72,63,CNN,baseline,41.764555019192585,14.315632686636182,70.88288593211595
WEATHER,168,72,64,CNN,baseline,41.851881326650506,14.246087980063676,71.27335291819041
WEATHER,168,72,65,CNN,baseline,41.50450266639632,14.220188008356162,71.18732170391098
WEATHER,168,72,66,CNN,baseline,41.43533952988859,14.061371588439613,71.34496206999756
WEATHER,168,72,67,CNN,baseline,41.61577609489718,14.096023694548954,71.45037863993579
WEATHER,168,72,68,CNN,baseline,41.51517189326735,13.909551781053455,71.49695362910033
WEATHER,168,72,69,CNN,baseline,41.6111460352646,13.805757182015988,71.7638466637689
WEATHER,168,72,70,CNN,baseline,41.742412967217234,13.968398786859584,71.71296233567713
WEATHER,168,72,71,CNN,baseline,42.190270093947326,14.13367943628058,71.47591529676029
WEATHER,168,72,72,CNN,baseline,42.12873443545111,14.130731536576308,71.4277863200306
